id,order_id,shipping_date,tracking_number,carrier,status
2202,5407,"2025-02-03 08:17:48",TRK-51333165-QLEy,FedEx,in_transit
2203,5411,"2024-11-10 04:01:19",TRK-07863200-FzmT,USPS,delivered
2204,5412,"2024-12-24 20:36:27",TRK-61317746-bBmi,FedEx,delivered
2205,5414,"2024-06-07 06:44:41",TRK-81854459-kZzE,USPS,delivered
2206,5419,"2025-04-22 04:47:47",TRK-32789611-CeNx,USPS,delivered
2207,5420,"2024-10-28 22:25:29",TRK-15367581-HSRF,USPS,in_transit
2208,5422,"2024-10-17 04:49:02",TRK-09445570-YCay,DHL,delivered
2209,5423,"2024-11-15 11:52:19",TRK-37139667-coqB,USPS,delivered
2210,5424,"2024-11-15 22:17:36",TRK-14867527-LJif,UPS,in_transit
2211,5427,"2025-03-08 00:09:36",TRK-15235291-DJQF,DHL,delivered
2212,5431,"2024-08-31 22:42:41",TRK-49333925-TrLh,DHL,delivered
2213,5432,"2024-09-02 18:19:45",TRK-03552791-Bycz,USPS,delivered
2214,5434,"2025-03-25 08:35:20",TRK-70843856-SPzy,DHL,in_transit
2215,5437,"2024-07-12 13:31:35",TRK-37498039-XHOE,DHL,in_transit
2216,5441,"2024-09-12 14:00:59",TRK-80292078-wUUU,FedEx,delivered
2217,5442,"2025-01-01 19:55:11",TRK-27492475-pnKJ,DHL,delivered
2218,5443,"2025-03-17 10:31:22",TRK-67068303-DoUj,USPS,delivered
2219,5446,"2025-04-25 20:41:24",TRK-02524637-IamK,DHL,delivered
2220,5447,"2025-01-16 20:19:30",TRK-30759360-ZEsT,UPS,delivered
2221,5448,"2024-10-24 11:18:07",TRK-39084867-ekps,UPS,delivered
2222,5449,"2025-03-24 23:44:32",TRK-43098758-iqdl,FedEx,delivered
2223,5451,"2025-02-17 21:49:36",TRK-47148123-sNrN,USPS,delivered
2224,5452,"2024-09-26 17:22:40",TRK-30488722-xtlY,UPS,in_transit
2225,5457,"2025-01-10 22:38:30",TRK-09947451-uAyK,USPS,in_transit
2226,5459,"2025-01-26 22:32:56",TRK-69095782-SJFi,UPS,in_transit
2227,5460,"2024-10-19 05:28:41",TRK-96436245-IPDM,USPS,delivered
2228,5462,"2025-01-07 17:00:34",TRK-65064660-tRRm,USPS,delivered
2229,5464,"2024-08-08 15:20:45",TRK-49833730-KjzJ,UPS,delivered
2230,5468,"2024-08-24 02:19:34",TRK-01462879-USTP,UPS,in_transit
2231,5469,"2024-10-22 16:46:41",TRK-16328803-fBoc,DHL,delivered
2232,5470,"2025-04-07 00:07:35",TRK-36426089-OcpV,FedEx,in_transit
2233,5480,"2024-11-17 21:34:05",TRK-92287313-JopA,UPS,in_transit
2234,5486,"2025-02-23 21:09:47",TRK-61509009-tdHI,DHL,delivered
2235,5488,"2025-02-21 22:38:10",TRK-83505620-kgUR,DHL,in_transit
2236,5490,"2024-09-20 02:33:53",TRK-58908784-DdLU,FedEx,in_transit
2237,5491,"2024-09-21 13:55:01",TRK-34962309-kBDa,UPS,delivered
2238,5493,"2025-03-24 11:20:12",TRK-28034162-CUCk,UPS,delivered
2239,5497,"2024-10-01 14:11:21",TRK-23900687-mlgU,UPS,in_transit
2240,5501,"2025-01-08 21:04:45",TRK-38680107-kXbX,DHL,in_transit
2241,5502,"2025-03-20 17:49:37",TRK-99045009-tXDR,DHL,delivered
2242,5503,"2024-11-25 17:27:16",TRK-06033964-dfWY,USPS,in_transit
2243,5504,"2025-04-09 06:11:38",TRK-72639079-nyqG,FedEx,in_transit
2244,5508,"2024-07-07 00:10:21",TRK-95123021-HZII,DHL,delivered
2245,5509,"2025-02-27 20:28:21",TRK-40408130-CDaO,UPS,in_transit
2246,5513,"2025-04-13 18:23:18",TRK-88607005-SWrJ,USPS,delivered
2247,5518,"2025-04-21 04:12:13",TRK-54215135-NYhh,UPS,delivered
2248,5524,"2024-12-20 10:23:21",TRK-46712720-gTfo,UPS,delivered
2249,5528,"2025-04-10 18:31:17",TRK-41666315-TxxT,DHL,delivered
2250,5530,"2024-10-10 12:59:42",TRK-16032965-IeZq,DHL,delivered
2251,5533,"2024-12-28 13:30:51",TRK-98315887-LBeG,UPS,delivered
2252,5535,"2025-02-07 20:00:25",TRK-67864488-wzlG,USPS,in_transit
2253,5536,"2024-09-19 17:16:57",TRK-96326317-ctbf,FedEx,delivered
2254,5538,"2024-08-04 19:20:26",TRK-61310903-NxHi,FedEx,in_transit
2255,5539,"2024-06-18 02:34:28",TRK-23009993-PekK,UPS,delivered
2256,5543,"2024-12-01 19:05:14",TRK-08160916-JNyL,UPS,delivered
2257,5544,"2024-05-14 16:47:27",TRK-95268985-KPRg,DHL,delivered
2258,5547,"2024-05-22 03:31:17",TRK-14783702-tVvr,FedEx,delivered
2259,5551,"2024-08-27 22:04:04",TRK-51198161-uBjJ,DHL,in_transit
2260,5552,"2024-05-09 09:01:11",TRK-90860729-exmK,USPS,in_transit
2261,5554,"2025-02-05 21:41:50",TRK-98717195-ZJkF,USPS,in_transit
2262,5555,"2024-12-19 05:56:21",TRK-26918278-YmFK,USPS,delivered
2263,5557,"2024-07-25 18:49:31",TRK-80810786-DHcA,UPS,in_transit
2264,5558,"2024-05-10 14:02:03",TRK-34946539-aVYr,USPS,in_transit
2265,5560,"2025-03-08 12:33:21",TRK-27974084-nRQY,USPS,in_transit
2266,5563,"2025-04-24 20:37:00",TRK-27197598-Suar,FedEx,in_transit
2267,5565,"2024-05-07 10:40:49",TRK-21688344-NOgT,DHL,delivered
2268,5568,"2024-12-09 10:47:25",TRK-87264278-ScxA,USPS,delivered
2269,5572,"2024-11-22 21:43:00",TRK-20118745-vXdH,DHL,in_transit
2270,5576,"2025-01-06 11:40:24",TRK-79586741-IaKU,USPS,delivered
2271,5577,"2024-08-05 16:48:18",TRK-89858210-nnIk,FedEx,in_transit
2272,5578,"2024-12-31 02:00:01",TRK-45811530-pjqq,USPS,in_transit
2273,5581,"2024-12-11 01:15:09",TRK-15315985-AJPh,USPS,delivered
2274,5585,"2024-07-25 22:31:32",TRK-67911474-ztJj,USPS,in_transit
2275,5586,"2024-10-16 04:55:05",TRK-84947437-Snwk,UPS,in_transit
2276,5587,"2025-01-13 06:56:34",TRK-65692961-uxJO,USPS,delivered
2277,5588,"2024-09-03 03:59:42",TRK-53817814-xCoc,UPS,in_transit
2278,5590,"2024-05-22 03:20:07",TRK-99088695-fzAA,FedEx,in_transit
2279,5591,"2024-08-11 10:36:10",TRK-42129762-tvmb,FedEx,in_transit
2280,5592,"2025-03-05 19:36:08",TRK-76672441-KkvQ,FedEx,in_transit
2281,5594,"2024-09-03 17:56:27",TRK-95243070-nimq,FedEx,delivered
2282,5596,"2024-12-14 00:17:09",TRK-13554879-brwl,FedEx,in_transit
2283,5598,"2025-02-20 05:03:15",TRK-59593248-JoEP,USPS,delivered
2284,5599,"2025-02-15 14:05:13",TRK-45686854-Joaw,UPS,delivered
2285,5602,"2025-03-06 21:39:11",TRK-80977243-xlNK,FedEx,delivered
2286,5607,"2025-05-02 08:43:32",TRK-61838467-eKhL,UPS,delivered
2287,5609,"2025-03-28 13:26:56",TRK-46453599-LzEj,UPS,in_transit
2288,5611,"2025-02-21 04:35:20",TRK-88323095-xRIB,FedEx,in_transit
2289,5615,"2025-02-22 04:33:44",TRK-70527214-KocK,FedEx,in_transit
2290,5616,"2024-11-17 09:07:33",TRK-41024541-yFxj,USPS,in_transit
2291,5618,"2025-01-10 10:12:04",TRK-05881225-LLJx,USPS,delivered
2292,5619,"2024-12-07 13:58:59",TRK-32988580-Cgjc,UPS,delivered
2293,5621,"2025-03-17 21:48:09",TRK-23733539-CNiD,DHL,in_transit
2294,5622,"2024-07-03 22:02:01",TRK-42545828-jqDN,DHL,in_transit
2295,5623,"2024-05-14 18:23:06",TRK-86612137-PjNX,FedEx,delivered
2296,5624,"2025-02-24 08:09:37",TRK-24410168-kwhd,USPS,delivered
2297,5625,"2025-03-06 07:43:54",TRK-81631973-lXTU,UPS,delivered
2298,5626,"2024-06-14 09:22:24",TRK-57871219-oUqm,USPS,in_transit
2299,5628,"2024-06-09 00:33:51",TRK-40323317-VzRy,DHL,delivered
2300,5629,"2025-03-13 01:36:26",TRK-99678284-eTHq,FedEx,delivered
2301,5631,"2025-04-11 09:58:21",TRK-80695673-JolG,UPS,delivered
2302,5632,"2024-07-07 14:16:44",TRK-03152921-KUpX,UPS,delivered
2303,5633,"2024-11-05 17:51:46",TRK-34312496-rkPA,UPS,delivered
2304,5635,"2024-12-22 17:45:11",TRK-70014325-TZJF,USPS,in_transit
2305,5637,"2024-06-28 15:15:43",TRK-99530001-yEIq,USPS,delivered
2306,5638,"2025-01-15 03:22:33",TRK-81193823-Kjse,USPS,in_transit
2307,5640,"2024-05-12 23:27:15",TRK-87211524-sndj,FedEx,delivered
2308,5642,"2024-09-17 01:23:06",TRK-55406039-bmVk,UPS,in_transit
2309,5647,"2025-04-08 10:14:31",TRK-25703792-IAHB,FedEx,in_transit
2310,5648,"2024-05-18 07:49:44",TRK-86448405-NeSW,USPS,delivered
2311,5653,"2024-10-09 07:07:53",TRK-04226575-sQob,USPS,delivered
2312,5655,"2024-11-19 16:56:05",TRK-61907565-wNsR,USPS,in_transit
2313,5656,"2025-02-16 13:22:16",TRK-24255009-mHiL,USPS,in_transit
2314,5659,"2024-11-18 03:39:37",TRK-02391483-bbhD,USPS,in_transit
2315,5661,"2024-09-08 12:26:38",TRK-74152930-RvEh,UPS,in_transit
2316,5662,"2025-03-10 11:03:27",TRK-15635687-ytNV,DHL,in_transit
2317,5663,"2024-10-10 01:45:26",TRK-23654693-cGGd,UPS,delivered
2318,5664,"2025-03-11 10:49:05",TRK-77756521-WeEv,USPS,in_transit
2319,5668,"2024-09-22 13:51:43",TRK-38353491-NZSd,FedEx,delivered
2320,5671,"2025-04-24 18:20:08",TRK-67096741-pgDX,FedEx,in_transit
2321,5672,"2024-08-27 22:44:13",TRK-86126550-eGCk,DHL,delivered
2322,5674,"2024-06-06 14:14:13",TRK-12823711-hCLn,DHL,in_transit
2323,5675,"2025-01-04 18:46:58",TRK-03203476-BGvE,FedEx,delivered
2324,5677,"2024-12-15 11:09:28",TRK-66346834-gTht,FedEx,delivered
2325,5679,"2025-04-07 03:54:02",TRK-20208833-MHTD,FedEx,in_transit
2326,5685,"2025-05-06 14:40:46",TRK-87350441-WTaT,USPS,delivered
2327,5686,"2024-08-08 10:26:39",TRK-52053376-Eakq,USPS,delivered
2328,5691,"2024-12-16 20:46:06",TRK-95071074-Mhxm,USPS,delivered
2329,5696,"2024-07-08 23:40:03",TRK-52418181-ZEOl,DHL,in_transit
2330,5697,"2024-10-05 09:12:24",TRK-60314500-adxl,USPS,delivered
2331,5699,"2024-07-17 17:44:20",TRK-76237685-BBbB,UPS,delivered
2332,5701,"2025-03-31 12:59:57",TRK-23105591-hNLL,DHL,in_transit
2333,5703,"2024-05-09 02:06:55",TRK-46640454-WfTH,USPS,delivered
2334,5705,"2024-07-16 22:28:03",TRK-73792410-cESO,FedEx,in_transit
2335,5707,"2025-03-04 12:59:50",TRK-16822435-qEAf,USPS,delivered
2336,5708,"2025-03-22 11:19:06",TRK-80057024-BesY,USPS,delivered
2337,5710,"2025-03-01 06:04:08",TRK-01618017-LNCq,FedEx,in_transit
2338,5714,"2025-04-23 16:54:36",TRK-31465605-WGWN,USPS,delivered
2339,5719,"2025-02-22 01:10:29",TRK-27877029-uumS,FedEx,delivered
2340,5720,"2025-03-16 01:37:53",TRK-77526931-LaBI,UPS,delivered
2341,5721,"2025-04-01 17:47:07",TRK-95422512-zpSN,DHL,in_transit
2342,5723,"2024-09-24 12:10:32",TRK-73622611-vzVl,UPS,in_transit
2343,5729,"2024-08-20 11:56:57",TRK-62283619-MGWO,USPS,delivered
2344,5732,"2024-09-20 21:48:24",TRK-36677281-FfFR,FedEx,in_transit
2345,5733,"2024-06-05 00:29:43",TRK-85135101-MtjE,UPS,delivered
2346,5734,"2025-01-18 13:15:37",TRK-91029168-pFtf,USPS,in_transit
2347,5735,"2024-11-04 13:27:09",TRK-69482301-gaCQ,FedEx,delivered
2348,5737,"2025-02-22 00:17:58",TRK-99561590-JWyz,UPS,delivered
2349,5738,"2024-07-01 18:40:35",TRK-70723798-NjmG,FedEx,in_transit
2350,5739,"2024-07-01 22:45:46",TRK-10989583-msze,UPS,delivered
2351,5741,"2024-12-26 03:26:26",TRK-81096820-tMvC,UPS,in_transit
2352,5744,"2024-07-07 12:49:26",TRK-35084828-mylW,DHL,in_transit
2353,5750,"2024-08-19 19:34:11",TRK-28071567-zfQL,DHL,delivered
2354,5751,"2024-07-29 14:45:41",TRK-71076689-RwtN,USPS,delivered
2355,5753,"2024-11-16 19:26:44",TRK-49018825-UQYj,DHL,in_transit
2356,5754,"2024-11-26 13:44:27",TRK-38322767-SHbl,FedEx,delivered
2357,5755,"2024-10-12 15:29:34",TRK-31976198-Vnsz,DHL,in_transit
2358,5762,"2025-02-01 22:00:22",TRK-58176967-ywjs,DHL,in_transit
2359,5763,"2024-10-26 00:27:08",TRK-38111153-aYJu,FedEx,in_transit
2360,5764,"2025-05-03 21:55:59",TRK-50735459-hiPb,DHL,delivered
2361,5776,"2025-03-30 07:39:00",TRK-28471139-HTXV,UPS,delivered
2362,5777,"2024-08-12 23:29:35",TRK-89984604-WOEp,USPS,in_transit
2363,5779,"2024-09-02 03:28:15",TRK-24045951-ETnG,FedEx,delivered
2364,5781,"2024-05-28 14:04:01",TRK-88568314-grNf,USPS,in_transit
2365,5782,"2024-07-01 03:19:17",TRK-04532901-rWGA,USPS,delivered
2366,5786,"2025-04-01 11:55:16",TRK-11302888-SQuk,UPS,in_transit
2367,5788,"2025-04-25 07:36:05",TRK-10266300-SdLh,DHL,in_transit
2368,5792,"2024-06-13 04:18:17",TRK-09633112-RSeS,UPS,in_transit
2369,5793,"2025-01-10 10:59:41",TRK-16637316-RoOm,FedEx,delivered
2370,5796,"2024-12-07 22:21:32",TRK-51644486-ZhMN,UPS,delivered
2371,5797,"2024-05-13 08:45:38",TRK-26311880-xPre,FedEx,in_transit
2372,5799,"2024-08-18 12:17:41",TRK-87070044-NNfe,USPS,in_transit
2373,5808,"2024-12-02 12:17:13",TRK-51626952-SKHZ,UPS,delivered
2374,5810,"2025-02-21 09:46:53",TRK-09726937-ABWi,DHL,delivered
2375,5811,"2024-06-01 21:45:54",TRK-14231109-JzVY,UPS,in_transit
2376,5812,"2024-09-08 03:25:38",TRK-32070027-Tayj,USPS,delivered
2377,5816,"2024-09-21 14:33:21",TRK-67507086-FCyb,FedEx,delivered
2378,5819,"2024-10-02 21:45:59",TRK-42974861-aLDs,UPS,in_transit
2379,5820,"2024-12-16 23:52:49",TRK-79113227-PFOq,UPS,in_transit
2380,5823,"2024-09-24 12:47:34",TRK-58765297-EQBN,UPS,delivered
2381,5824,"2024-10-09 17:49:48",TRK-03216906-aawk,DHL,delivered
2382,5828,"2024-07-04 23:14:01",TRK-11861318-EAUc,DHL,in_transit
2383,5831,"2024-08-06 12:44:35",TRK-68534201-yefP,DHL,delivered
2384,5833,"2024-11-05 17:33:46",TRK-09717843-Szif,DHL,in_transit
2385,5836,"2024-12-15 00:58:18",TRK-01732972-sawP,DHL,in_transit
2386,5839,"2025-03-22 11:12:31",TRK-79017030-nXWB,UPS,delivered
2387,5842,"2025-04-20 08:21:37",TRK-41792618-tFhQ,DHL,delivered
2388,5850,"2024-06-03 00:12:35",TRK-25480733-HCad,FedEx,delivered
2389,5856,"2024-06-12 04:21:02",TRK-89760289-ICIp,DHL,in_transit
2390,5858,"2025-02-14 11:04:28",TRK-71413693-xLAs,UPS,delivered
2391,5860,"2024-05-09 10:52:41",TRK-30507967-zwOx,FedEx,in_transit
2392,5861,"2024-06-01 16:09:22",TRK-05627738-yszp,USPS,delivered
2393,5862,"2024-09-02 21:57:21",TRK-65296193-erKL,USPS,in_transit
2394,5863,"2024-11-24 14:43:33",TRK-92458996-WoDg,DHL,delivered
2395,5875,"2024-08-15 22:14:42",TRK-22746412-fVgB,UPS,in_transit
2396,5876,"2024-05-22 15:07:43",TRK-67193057-jJVy,UPS,in_transit
2397,5878,"2024-05-30 10:53:07",TRK-54640312-ZwwH,DHL,in_transit
2398,5880,"2025-04-04 12:25:26",TRK-75481792-qCnR,FedEx,in_transit
2399,5881,"2025-02-22 17:57:46",TRK-91093928-oifT,USPS,delivered
2400,5884,"2025-01-15 09:25:04",TRK-21650658-qpue,USPS,in_transit
2401,5885,"2025-02-13 23:32:11",TRK-67264697-SjWS,UPS,in_transit
2402,5886,"2025-01-19 11:50:06",TRK-45277262-Rfct,USPS,in_transit
2403,5887,"2024-12-04 04:38:36",TRK-50318487-Xxln,FedEx,in_transit
2404,5890,"2024-10-07 20:57:37",TRK-20594652-TLKg,UPS,delivered
2405,5892,"2024-05-21 22:05:00",TRK-02249423-Cnzr,FedEx,delivered
2406,5894,"2025-05-04 03:50:02",TRK-20490508-SmIb,DHL,delivered
2407,5902,"2024-09-06 20:49:11",TRK-54973915-yEHF,USPS,delivered
2408,5904,"2025-01-07 00:14:04",TRK-67389174-ckxR,FedEx,delivered
2409,5906,"2024-12-08 05:35:01",TRK-13641188-jXAp,DHL,in_transit
2410,5907,"2025-04-22 07:24:32",TRK-54756049-oCuA,FedEx,in_transit
2411,5908,"2025-04-04 07:06:30",TRK-90894590-QFju,USPS,delivered
2412,5910,"2025-02-21 07:33:05",TRK-07430529-mxtU,FedEx,in_transit
2413,5914,"2025-02-27 06:14:40",TRK-63891305-gmUX,FedEx,delivered
2414,5916,"2024-08-17 22:29:30",TRK-40789401-zoWu,UPS,delivered
2415,5920,"2024-09-13 13:10:55",TRK-35065902-PsJG,USPS,in_transit
2416,5921,"2025-04-02 08:49:20",TRK-13046559-jMqG,DHL,in_transit
2417,5923,"2024-08-16 15:42:33",TRK-14781494-LhIC,UPS,in_transit
2418,5925,"2025-04-26 22:58:36",TRK-45850791-rAsF,FedEx,delivered
2419,5926,"2024-12-01 19:50:05",TRK-69145384-FZft,UPS,delivered
2420,5927,"2024-05-29 04:50:17",TRK-92505447-dBNO,USPS,in_transit
2421,5928,"2025-03-16 12:00:18",TRK-96650628-GEsF,FedEx,delivered
2422,5929,"2025-01-19 11:55:03",TRK-93491680-dYDH,UPS,in_transit
2423,5930,"2025-04-30 05:18:10",TRK-30849049-rlOd,FedEx,delivered
2424,5931,"2024-10-29 05:45:51",TRK-84588640-pDiv,FedEx,in_transit
2425,5933,"2025-01-17 01:58:46",TRK-72962169-eAGC,USPS,delivered
2426,5934,"2025-05-06 15:13:32",TRK-11557655-scqh,UPS,in_transit
2427,5935,"2025-05-02 16:46:14",TRK-04680201-XkOc,UPS,in_transit
2428,5936,"2024-12-28 13:58:25",TRK-63915588-NqbV,USPS,delivered
2429,5937,"2024-07-30 01:04:23",TRK-97637665-GxfV,UPS,delivered
2430,5940,"2025-01-30 21:14:38",TRK-95680673-pYhR,DHL,delivered
2431,5942,"2024-07-25 11:19:27",TRK-84196469-ZAEL,USPS,delivered
2432,5944,"2024-12-27 05:33:32",TRK-92171312-SeCx,FedEx,delivered
2433,5949,"2024-09-03 02:44:49",TRK-89136051-qfqw,DHL,delivered
2434,5950,"2024-11-25 10:24:56",TRK-07737423-BGIE,UPS,in_transit
2435,5951,"2024-08-04 10:05:21",TRK-72424274-beCP,UPS,in_transit
2436,5953,"2024-09-15 21:04:30",TRK-67621379-iiuM,USPS,delivered
2437,5954,"2025-01-07 07:03:06",TRK-54275010-KfKQ,UPS,delivered
2438,5955,"2024-05-17 23:16:23",TRK-96373101-OUAN,USPS,delivered
2439,5957,"2024-11-15 06:30:46",TRK-35190023-tkrd,DHL,in_transit
2440,5961,"2024-06-04 21:56:52",TRK-87950819-LlyY,USPS,delivered
2441,5966,"2025-03-25 00:53:38",TRK-68375380-RhpL,USPS,delivered
2442,5968,"2024-09-17 09:13:21",TRK-35270691-FwDo,USPS,in_transit
2443,5969,"2025-03-16 22:15:00",TRK-65115788-JitF,DHL,delivered
2444,5972,"2024-05-21 16:05:33",TRK-37462816-sEPe,FedEx,delivered
2445,5973,"2024-09-08 23:58:06",TRK-27036853-GYQt,DHL,in_transit
2446,5974,"2024-11-22 11:42:19",TRK-97803814-PkGZ,DHL,delivered
2447,5976,"2025-01-20 14:04:41",TRK-78495025-tAbY,FedEx,delivered
2448,5980,"2024-09-24 08:58:25",TRK-42547055-EQTV,UPS,delivered
2449,5986,"2024-07-12 11:29:27",TRK-53869742-wvhE,FedEx,delivered
2450,5987,"2025-03-19 11:33:38",TRK-59924441-yJCr,USPS,delivered
2451,5988,"2024-08-22 20:08:30",TRK-63527308-Imzu,DHL,delivered
2452,5992,"2025-01-16 09:09:01",TRK-54513427-nkoW,UPS,in_transit
2453,5996,"2024-09-11 08:17:56",TRK-86733627-wnmG,DHL,in_transit
2454,5997,"2024-11-21 13:43:51",TRK-76271758-WlGQ,UPS,delivered
2455,5998,"2024-05-17 00:25:01",TRK-09697144-sdBS,FedEx,delivered
2456,5999,"2024-07-25 10:44:44",TRK-56587379-Qgyu,UPS,in_transit
2457,6002,"2024-10-08 09:54:42",TRK-69111991-DTpq,FedEx,delivered
2458,6004,"2024-10-18 01:23:20",TRK-18989319-rvRT,FedEx,delivered
2459,6008,"2024-12-12 08:29:01",TRK-37178425-AzFP,FedEx,delivered
2460,6011,"2025-01-28 03:17:50",TRK-61666094-FSSG,USPS,delivered
2461,6015,"2025-03-21 15:34:21",TRK-99815632-kHUc,UPS,in_transit
2462,6017,"2025-02-15 03:18:25",TRK-70308498-pNpU,FedEx,delivered
2463,6018,"2024-09-02 20:54:36",TRK-17083871-adSu,DHL,in_transit
2464,6021,"2024-11-20 19:56:31",TRK-02692686-cJAc,USPS,delivered
2465,6023,"2025-05-04 12:22:36",TRK-08797328-woKX,USPS,delivered
2466,6024,"2024-06-21 07:30:41",TRK-08009605-Swqb,UPS,delivered
2467,6025,"2024-10-22 23:54:19",TRK-07730535-vESf,FedEx,in_transit
2468,6027,"2024-10-01 07:46:50",TRK-52637531-ddjh,UPS,in_transit
2469,6041,"2025-04-14 04:04:08",TRK-28886974-JDEw,DHL,delivered
2470,6042,"2025-02-20 05:49:37",TRK-37067203-QuwN,DHL,delivered
2471,6043,"2025-01-01 15:18:02",TRK-28209443-qjRG,UPS,in_transit
2472,6047,"2024-09-14 23:55:19",TRK-86930159-qtsS,FedEx,delivered
2473,6048,"2024-09-08 04:58:14",TRK-62401188-fWiL,USPS,in_transit
2474,6049,"2024-11-19 10:37:00",TRK-77599686-QRvI,USPS,in_transit
2475,6050,"2024-07-20 16:11:10",TRK-61408993-DRtf,FedEx,delivered
2476,6051,"2024-06-13 16:46:54",TRK-30698517-RhOJ,FedEx,in_transit
2477,6052,"2025-02-25 02:00:01",TRK-52546566-joqP,USPS,in_transit
2478,6053,"2024-11-04 02:36:29",TRK-62260842-KDpn,USPS,delivered
2479,6057,"2024-12-14 16:27:20",TRK-74164380-reaW,DHL,delivered
2480,6059,"2025-01-04 05:11:26",TRK-50410373-BCwo,FedEx,in_transit
2481,6063,"2024-07-17 14:36:33",TRK-93289767-AfyO,USPS,in_transit
2482,6064,"2024-06-27 04:20:37",TRK-02606471-fEWT,UPS,in_transit
2483,6070,"2024-11-06 14:42:44",TRK-91197868-Exaj,DHL,delivered
2484,6073,"2025-03-20 16:06:41",TRK-81913773-LXNW,DHL,delivered
2485,6074,"2024-05-18 07:01:59",TRK-86592401-OlGV,UPS,delivered
2486,6078,"2025-01-31 02:10:14",TRK-83505303-kOmq,FedEx,delivered
2487,6079,"2024-07-09 08:00:46",TRK-88965525-nqcB,UPS,delivered
2488,6084,"2025-03-14 02:03:50",TRK-47715907-yNCo,DHL,in_transit
2489,6085,"2024-11-09 16:21:46",TRK-96519444-XplP,DHL,delivered
2490,6089,"2024-09-13 16:39:30",TRK-98724831-OAWD,DHL,delivered
2491,6096,"2025-03-06 15:59:50",TRK-83325450-MZlr,UPS,delivered
2492,6100,"2024-10-15 16:01:39",TRK-14521750-stiF,UPS,in_transit
2493,6101,"2025-05-04 08:12:28",TRK-48199088-wwbF,FedEx,in_transit
2494,6111,"2024-08-21 09:41:31",TRK-64621344-DqLR,UPS,in_transit
2495,6115,"2024-05-17 18:30:32",TRK-95199504-CqiR,USPS,in_transit
2496,6116,"2024-08-19 01:28:44",TRK-72151010-gXEe,USPS,in_transit
2497,6118,"2024-06-05 05:13:37",TRK-48506123-CcQy,FedEx,in_transit
2498,6119,"2025-03-11 14:20:34",TRK-58109099-kfRE,DHL,delivered
2499,6123,"2025-01-23 19:56:24",TRK-45449920-Fzro,UPS,in_transit
2500,6124,"2024-11-10 12:47:47",TRK-94780476-oQmD,DHL,delivered
2501,6129,"2024-05-15 20:19:40",TRK-34834293-DTAa,FedEx,delivered
2502,6133,"2025-02-15 11:14:19",TRK-99252065-cWPo,UPS,delivered
2503,6135,"2024-06-24 04:27:50",TRK-50563844-csWm,USPS,delivered
2504,6139,"2024-08-18 05:01:28",TRK-28968187-qXGf,USPS,delivered
2505,6141,"2025-04-24 00:04:46",TRK-49587782-VVOK,FedEx,delivered
2506,6145,"2024-08-16 10:39:23",TRK-82505866-rcaM,USPS,delivered
2507,6146,"2025-05-03 07:01:24",TRK-29673016-Hljy,UPS,in_transit
2508,6148,"2024-11-23 18:35:02",TRK-01872622-PWnF,DHL,delivered
2509,6151,"2024-12-14 18:20:16",TRK-37165944-VPrv,FedEx,delivered
2510,6153,"2025-04-09 11:44:22",TRK-32750677-EKco,USPS,delivered
2511,6154,"2024-05-25 06:35:14",TRK-88171111-qbZr,DHL,in_transit
2512,6156,"2024-05-30 21:40:07",TRK-91325526-YsvG,UPS,in_transit
2513,6157,"2025-03-21 17:27:50",TRK-12526436-Tmhv,USPS,in_transit
2514,6158,"2024-12-20 19:45:05",TRK-93551343-dWUo,DHL,delivered
2515,6159,"2024-07-17 12:04:02",TRK-80600951-sXZy,DHL,delivered
2516,6163,"2025-03-04 00:27:13",TRK-26802805-gIEI,UPS,in_transit
2517,6165,"2024-12-08 20:04:23",TRK-74304537-MBHM,DHL,delivered
2518,6169,"2024-11-04 05:51:19",TRK-90746862-vVJW,USPS,in_transit
2519,6171,"2024-10-24 20:25:12",TRK-81231169-MDOL,DHL,in_transit
2520,6172,"2025-02-19 22:50:07",TRK-66991627-kTQb,FedEx,delivered
2521,6173,"2025-03-06 13:54:04",TRK-23145861-vVTx,USPS,in_transit
2522,6174,"2025-05-03 01:30:04",TRK-77394679-pWcQ,USPS,delivered
2523,6175,"2025-05-01 11:38:07",TRK-49465167-KSGD,DHL,in_transit
2524,6176,"2025-01-30 16:58:39",TRK-22426641-gGWV,USPS,in_transit
2525,6177,"2025-03-25 11:40:16",TRK-86072065-BrTh,UPS,in_transit
2526,6179,"2024-12-04 21:02:54",TRK-69089201-rXJD,DHL,in_transit
2527,6181,"2024-07-22 18:02:20",TRK-55725756-OYqJ,UPS,in_transit
2528,6183,"2025-03-20 01:03:33",TRK-74500677-YvQu,UPS,delivered
2529,6184,"2024-05-20 05:06:39",TRK-37591798-owea,USPS,delivered
2530,6185,"2024-09-24 10:57:04",TRK-43224397-kuCk,USPS,delivered
2531,6189,"2025-01-02 23:29:06",TRK-81057802-bWYd,UPS,delivered
2532,6191,"2024-05-11 04:18:37",TRK-84025642-ljSY,UPS,in_transit
2533,6192,"2024-06-30 09:23:16",TRK-94807218-WMvl,USPS,delivered
2534,6196,"2024-07-06 23:30:02",TRK-15817965-PVbO,FedEx,delivered
2535,6197,"2024-10-21 03:04:33",TRK-37953736-fEwD,USPS,in_transit
2536,6199,"2024-08-25 14:41:00",TRK-33098484-rmyE,FedEx,in_transit
